Transaction date,House age,Distance to the nearest station (m),Number of convenience stores,Latitude,Longitude,House price of unit area
11-11-12,13.3,718.2937,2,24.98712844,121.5302675,11.24922184
12-11-12,11.6,170.1289,8,24.97090782,121.5614025,33.20955519
12-11-12,35.9,179.4538,2,24.9965586,121.5074983,38.40267729
14-11-12,5.6,383.2805,8,25.00884895,121.5092619,41.26128764
15-11-12,16.2,640.7391,4,24.93880207,121.5349301,30.47123455
15-11-12,11.6,2469.645,7,24.93573949,121.5156555,17.56245591
16-11-12,0,4066.587,6,24.96329585,121.5604822,0
17-11-12,35.4,318.5292,5,24.98383819,121.5210145,47.37204258
17-11-12,37.7,1935.009,7,25.00562019,121.528879,28.28137335
18-11-12,40.9,577.9615,3,24.9712575,121.5502236,41.58516426
19-11-12,17.3,4066.587,9,24.94827479,121.5331225,25.58971056
20-11-12,34.9,2185.128,6,25.00888597,121.4856729,30.85092896
20-11-12,32,186.9686,8,24.9386951,121.4981342,50.91810727
22-11-12,13.7,193.5845,9,25.00516591,121.5283525,57.80803669
22-11-12,12.7,512.5487,3,24.94504886,121.5105191,18.70607451
23-11-12,4.5,579.2083,7,25.01400301,121.5191006,42.82919278
24-11-12,33.6,1978.671,7,24.97461692,121.5592983,38.3613258
25-11-12,12.7,2147.376,5,24.99670579,121.4760711,27.74371289
25-11-12,12,167.5989,3,24.97682393,121.515875,23.69789473
25-11-12,39.8,1712.632,8,24.98165905,121.4973241,24.87151519
26-11-12,13.5,718.2937,3,24.94428211,121.5443766,9.21356696
27-11-12,6.8,323.655,1,24.99144059,121.4798598,34.79054681
27-11-12,18.3,90.45606,6,24.96978682,121.4786685,59.33493772
28-11-12,13.3,274.0144,0,24.99204975,121.5394968,38.83127557
28-11-12,38,161.942,0,25.00031825,121.4902145,46.87699098
29-11-12,17,482.7581,7,24.98236897,121.4959743,50.02525314
30-11-12,15.1,512.5487,5,24.95401458,121.5490746,21.71190524
30-11-12,34.8,279.1726,2,24.97166559,121.473888,34.94289478
01-12-12,13.3,390.9696,6,24.94244337,121.503169,39.0209329
01-12-12,34.5,1159.454,0,24.94609304,121.5166428,7.255057854
03-12-12,37.8,444.1334,0,24.93216211,121.5248138,42.75258978
03-12-12,32.6,438.8513,5,24.99510445,121.5369168,23.04599311
04-12-12,5.3,383.2805,0,24.93814132,121.5051919,35.49622988
04-12-12,4.3,512.5487,0,24.98995289,121.5491698,12.52701523
05-12-12,4,252.5822,8,24.98454181,121.5398238,24.99064473
07-12-12,14,187.4823,5,24.97134978,121.5459403,32.88421106
07-12-12,28.2,1497.713,3,25.00937842,121.49382,12.05637208
08-12-12,6.5,964.7496,4,25.01457794,121.513938,20.07341746
08-12-12,35.3,196.6172,5,24.95240312,121.523599,46.94012461
09-12-12,32.1,150.9347,2,24.93500621,121.5111629,13.35872546
09-12-12,15.7,964.7496,8,25.00816119,121.5066201,38.62841343
10-12-12,6.4,2077.39,6,24.96459616,121.4744727,4.466027389
11-12-12,32.7,90.45606,1,24.94245194,121.5194145,31.86071601
11-12-12,17.5,1935.009,8,24.97953047,121.5187721,40.76480979
12-12-12,14,250.631,6,24.9415406,121.4860343,20.82663171
14-12-12,20.6,2275.877,5,24.94012887,121.5105875,1.909460277
14-12-12,25.6,482.7581,0,24.97095398,121.5078486,30.38383626
15-12-12,13.2,90.45606,6,24.97010424,121.5381538,37.97072484
16-12-12,17.5,561.9845,4,24.97792463,121.5344733,28.08291593
16-12-12,12.6,208.3905,2,24.95219694,121.5361995,17.37338976
17-12-12,20.4,156.2442,7,24.9934262,121.5550663,45.66512995
19-12-12,0,377.7956,4,24.97182023,121.4830066,28.95693856
19-12-12,33.4,967.4,3,24.99421468,121.5078619,10.43617775
21-12-12,30,1157.988,3,24.95573062,121.50475,17.00908233
23-12-12,31,104.8101,6,24.97909272,121.4879391,36.32604829
25-12-12,17.7,4082.015,7,24.974418,121.5246831,7.468033918
26-12-12,10.4,287.6025,10,24.99574508,121.5452509,34.18072546
29-12-12,16.9,23.38284,1,24.96972976,121.5496603,47.25492942
29-12-12,16.2,1783.18,1,24.96476727,121.5151152,8.404123066
29-12-12,23,482.7581,6,24.95135562,121.5376014,39.83015889
30-12-12,1.1,577.9615,5,24.99621922,121.4871389,27.53145886
30-12-12,4.5,590.9292,1,24.94902779,121.4877087,44.71972693
01-01-13,12,292.9978,3,24.98857963,121.494622,32.15400137
02-01-13,32.5,2707.392,1,25.00807584,121.5110082,12.74237413
02-01-13,17.4,1402.016,5,24.99230981,121.5065692,44.80793563
02-01-13,16.1,1449.722,8,24.97525805,121.5112282,23.57740163
03-01-13,31,3171.329,9,25.01236987,121.5459015,3.398304762
04-01-13,0,639.6198,1,24.96396715,121.5133918,40.50698971
04-01-13,16.6,250.631,5,25.00647419,121.5284111,43.66163259
05-01-13,30.9,4197.349,4,24.99917721,121.4994669,7.608042222
06-01-13,35.8,451.2438,4,24.97189644,121.5523966,29.09677876
07-01-13,39.2,482.7581,1,24.9952665,121.5425095,45.34845422
07-01-13,30.6,90.45606,5,25.00355638,121.4826113,48.4698805
10-01-13,3.8,292.9978,0,24.95576492,121.532449,39.55300214
11-01-13,30.9,167.5989,7,24.9339128,121.563924,31.81233353
12-01-13,33.9,482.7581,3,24.94014838,121.5250364,39.84421932
12-01-13,15.9,557.478,5,24.9863846,121.4917531,50.76868745
12-01-13,24.2,201.8939,6,24.9957264,121.5073138,59.25370444
12-01-13,15,289.3248,2,24.95468383,121.4909726,32.96835265
13-01-13,17.8,383.8624,2,24.98435824,121.5432099,22.51603555
15-01-13,15.2,109.9455,8,24.94474363,121.4892008,35.46345475
15-01-13,0,292.9978,10,24.93280476,121.5103726,65.57171606
17-01-13,39.8,1236.564,8,24.96148342,121.5437778,22.5686886
18-01-13,18.2,732.8528,5,24.95250342,121.5069753,33.94583548
20-01-13,1.5,193.5845,7,24.93518629,121.5030631,32.29772613
21-01-13,15.5,167.5989,0,24.94188429,121.5527427,13.79480847
21-01-13,0,292.9978,7,24.95409837,121.4964938,35.25220099
21-01-13,18.1,535.527,1,24.98739389,121.5022454,26.86704988
21-01-13,11.5,289.3248,1,24.95570815,121.5254586,26.722181
22-01-13,13.9,189.5181,6,24.96098394,121.5401037,58.81516219
22-01-13,8.9,4082.015,6,24.98702875,121.553908,17.3475391
23-01-13,40.9,492.2313,2,25.01136611,121.5452423,15.46684727
23-01-13,30.6,461.1016,5,25.01113618,121.5029632,17.8779668
24-01-13,17.9,170.1289,5,24.9919231,121.5343821,33.81895543
25-01-13,27.5,451.6419,2,24.95193223,121.4843683,26.75930501
25-01-13,22.2,1758.406,8,24.94391398,121.5156229,12.23420462
25-01-13,13.9,329.9747,0,24.96134984,121.5432054,13.84893727
26-01-13,36.6,49.66105,3,24.98547843,121.5293248,38.98826969
28-01-13,26.9,90.45606,5,24.95241754,121.485552,28.72889336
31-01-13,3.8,372.1386,2,24.97748387,121.5036704,37.24170556
31-01-13,18,379.5575,5,25.00519246,121.5090848,49.48980857
31-01-13,13.3,2147.376,3,24.93373206,121.56445,0.365175618
31-01-13,30.4,143.8383,5,24.99132918,121.5488259,56.92159098
31-01-13,35.9,90.45606,5,24.95875412,121.5644754,26.78236924
01-02-13,17.4,289.3248,8,24.99569265,121.4910376,50.30015495
01-02-13,18.1,377.7956,6,24.97082041,121.5284403,56.50331702
01-02-13,8.1,1449.722,6,25.00001208,121.5065904,41.4221676
01-02-13,16.9,1455.798,6,24.97345066,121.5310783,12.44817753
02-02-13,31.9,2185.128,7,24.9897957,121.5603826,26.70263374
02-02-13,34,4082.015,2,24.99196167,121.5226182,0
03-02-13,17.2,1009.235,6,24.98506713,121.4937857,48.56706595
04-02-13,4.1,438.8513,0,24.93709483,121.5041317,14.62680374
05-02-13,37.7,4197.349,7,25.00441103,121.5612283,0
08-02-13,3.5,1805.665,8,24.95755375,121.5213053,23.37239442
10-02-13,18.2,1758.406,1,24.96544293,121.5522337,32.7927237
11-02-13,3.8,170.1289,0,24.94396765,121.4928792,45.48583821
12-02-13,10.3,1360.139,1,24.9944335,121.5364721,36.55305112
14-02-13,7.1,250.631,6,24.97390481,121.5435709,28.60194589
16-02-13,17.5,82.88643,5,24.97765738,121.5302841,37.16632244
18-02-13,12.8,211.4473,5,24.9838692,121.5154328,47.96156312
19-02-13,12.2,2147.376,5,24.95811916,121.4945025,26.98910401
21-02-13,6.5,515.1122,3,24.95988593,121.5641964,46.46906819
21-02-13,14.8,193.5845,0,24.97517763,121.5274137,19.23345158
21-02-13,34.8,451.2438,1,25.01222661,121.4953096,45.80993752
22-02-13,41.3,590.9292,5,24.97767434,121.4742645,50.6280124
22-02-13,32.5,617.4424,6,25.0021065,121.4761217,35.30334306
23-02-13,3.9,90.45606,5,24.94865244,121.4967426,49.5873159
25-02-13,1.1,377.7956,5,24.96204324,121.502779,22.44097284
27-02-13,8,104.8101,5,24.96671665,121.5161057,24.13315504
27-02-13,13.7,185.4296,4,24.98083914,121.5353246,27.640863
27-02-13,17.2,4066.587,1,25.003312,121.5528676,0
02-03-13,2.6,390.5684,7,24.99112314,121.5190613,45.10944319
02-03-13,23,480.6977,7,25.00618883,121.5242554,40.65124852
03-03-13,17.5,289.3248,5,25.0052952,121.5074865,42.79792519
05-03-13,18.9,4082.015,0,24.9957005,121.4826721,0
06-03-13,32.3,4573.779,3,24.96447994,121.4831001,0.566048677
09-03-13,40.9,90.45606,0,24.9976161,121.5167219,11.9655155
09-03-13,0,552.4371,0,24.98540508,121.5611869,5.962874681
10-03-13,4.7,4066.587,9,24.95243366,121.4953686,0
10-03-13,8.9,1487.868,9,24.98774483,121.5125722,43.57453104
10-03-13,10,2674.961,1,24.95029242,121.5522533,4.843244817
11-03-13,28,2408.993,3,24.95998498,121.5506031,20.05608383
11-03-13,4,373.3937,7,24.99591234,121.5520824,52.8640473
11-03-13,19.2,90.45606,5,24.98641801,121.4781166,26.48498095
12-03-13,34.6,170.7311,6,25.00357017,121.5085561,35.13161908
12-03-13,17.3,1264.73,5,24.97453685,121.4867785,26.20531812
13-03-13,24.2,1931.207,10,24.95709442,121.561199,43.92938556
13-03-13,11.5,2147.376,2,24.97333177,121.5281049,16.0679269
13-03-13,3.1,451.6419,1,24.97361463,121.4749118,12.30087069
13-03-13,12.5,90.45606,0,24.93480089,121.5088129,18.52797606
14-03-13,39.7,2408.993,6,24.94675276,121.4771512,5.978499096
15-03-13,26.9,482.7581,5,24.97566697,121.5208087,33.24944233
16-03-13,28.6,289.3248,2,25.01144114,121.5096643,45.33261286
16-03-13,35.5,383.2805,7,24.99393536,121.4852627,54.91633808
16-03-13,37.1,1559.827,4,24.95785841,121.564699,16.34467537
16-03-13,18.1,390.5684,7,24.99474312,121.5485203,38.56842027
17-03-13,20.6,567.0349,6,25.00860646,121.5458508,40.75218082
17-03-13,15.9,104.8101,8,24.97474286,121.5382245,46.54003257
18-03-13,14.4,1712.632,2,24.96231192,121.5517727,22.75869286
18-03-13,5.4,329.9747,1,24.96362085,121.5599593,24.74358956
18-03-13,36.1,189.5181,8,25.01430455,121.5266929,32.95758377
21-03-13,7.8,482.7581,1,24.93704887,121.4988836,29.86204123
22-03-13,16.9,1447.286,6,24.99571282,121.4837544,46.25856067
23-03-13,34.8,323.655,6,25.00609518,121.4849829,45.47558781
25-03-13,2,461.7848,0,24.932075,121.4788161,11.87222441
25-03-13,34.5,90.45606,7,24.93901638,121.5181664,47.58495975
25-03-13,16.2,519.4617,3,24.96803907,121.4931462,34.65070379
26-03-13,0,1867.233,3,24.97739306,121.5568249,0
26-03-13,8.3,289.3248,1,24.98547776,121.5404083,13.6939915
26-03-13,10,2180.245,5,24.9982804,121.5283552,4.226155753
27-03-13,4,336.0532,1,25.00882274,121.5332665,40.43652071
27-03-13,37.3,1449.722,1,24.9628587,121.5246111,6.332630455
28-03-13,40.9,533.4762,0,25.00864512,121.5212549,29.89509778
30-03-13,2,815.9314,3,24.9723232,121.5241743,19.59263558
30-03-13,0,2408.993,9,24.97171438,121.5515236,23.81788412
31-03-13,0,506.1144,0,24.97436054,121.5561409,36.90829304
02-04-13,12.7,383.2805,9,24.93924556,121.4847187,63.99400275
03-04-13,2.6,1360.139,6,24.95037137,121.4843937,39.74017781
03-04-13,6.8,196.6172,5,25.00670437,121.4977509,41.40176678
04-04-13,30.4,444.1334,0,24.95081496,121.5445012,11.2778173
05-04-13,7.1,184.3302,9,24.99973605,121.543042,59.0363953
05-04-13,30.8,185.4296,3,24.98121756,121.4771656,41.00843703
07-04-13,19.1,1156.412,0,24.93353627,121.5502071,9.617077735
07-04-13,19.2,390.5684,5,24.94051922,121.5237967,48.74103951
07-04-13,5.2,995.7554,0,24.98939896,121.5605427,3.113895827
08-04-13,21.7,4082.015,3,25.01054288,121.4775842,0
10-04-13,1.1,1144.436,8,24.94898754,121.5256559,40.48227489
11-04-13,34.9,490.3446,3,24.97908214,121.5648481,32.41133383
12-04-13,20.9,492.2313,5,24.96036782,121.4798635,31.27934661
12-04-13,30.9,750.0704,6,24.95107482,121.5584471,21.15534385
13-04-13,5.9,390.5684,5,24.93577761,121.5345645,41.78517079
13-04-13,10.4,837.7233,8,24.98188315,121.5468229,44.29544499
14-04-13,20.4,815.9314,0,24.98031448,121.4765661,15.59324741
16-04-13,6.8,443.802,5,24.99278327,121.5293412,47.93045608
16-04-13,33.2,1414.837,5,24.97531002,121.5247491,21.17947401
17-04-13,16.3,2469.645,0,25.00080449,121.5394202,0
17-04-13,16.2,3085.17,0,24.97971814,121.5415791,6.987268739
17-04-13,16.1,489.8821,0,24.97028089,121.5436483,33.3560109
19-04-13,5.6,1712.632,5,24.97590422,121.4747242,30.22499709
20-04-13,28,444.1334,1,24.99582724,121.533512,37.6754012
20-04-13,13.8,718.2937,1,24.97024233,121.5300246,36.94282621
20-04-13,14.1,1712.632,2,24.94481023,121.5354475,11.06078997
22-04-13,40.9,4079.418,3,24.95742894,121.5495543,0
22-04-13,40.9,292.9978,3,24.94176541,121.5390348,20.72704362
22-04-13,17,718.2937,6,25.01354781,121.5636251,36.50674061
22-04-13,29.3,1447.286,6,24.99748512,121.5155596,33.055904
22-04-13,31.5,292.9978,7,24.95693401,121.5103626,46.26609679
23-04-13,1.1,1828.319,0,25.00658382,121.4739703,25.96419362
23-04-13,0,1783.18,1,24.99578013,121.5196663,18.45922061
24-04-13,16.2,401.8807,5,24.94255723,121.5220431,44.4321919
24-04-13,16.5,250.631,0,24.95124076,121.4899762,29.38105374
28-04-13,15,1867.233,8,24.97415687,121.489834,46.62552973
28-04-13,13.5,815.9314,7,24.9325086,121.5079563,36.49521186
28-04-13,4,216.8329,2,25.01033552,121.5185035,33.16993857
29-04-13,35.8,279.1726,1,25.00215723,121.5631773,49.17659401
30-04-13,30.9,451.6419,5,24.97599751,121.5130862,28.39451475
01-05-13,12.6,312.8963,8,24.94194974,121.5629228,52.35345485
01-05-13,0,732.8528,0,24.96844874,121.4813394,32.41967627
02-05-13,8.5,431.1114,5,24.98528112,121.5508701,25.98841826
02-05-13,18.4,157.6052,0,24.9446743,121.4839531,36.37768525
03-05-13,3.6,104.8101,5,24.96712884,121.5640816,57.75577802
03-05-13,1.1,390.5684,0,24.9854184,121.5204792,40.7916612
03-05-13,13.6,170.1289,7,24.97678118,121.5319782,59.11426283
05-05-13,16.9,274.0144,2,24.94407135,121.5650999,45.88692038
06-05-13,9.9,104.8101,7,24.95503769,121.5633661,37.07228268
06-05-13,13.1,56.47425,8,24.9827127,121.49747,33.90075795
09-05-13,13.7,4082.015,0,25.0116121,121.4789519,0
12-05-13,37.8,323.6912,8,24.96546117,121.4878067,39.52934393
13-05-13,0,506.1144,5,24.99826885,121.5271412,37.95501636
15-05-13,16.9,2147.376,5,24.9421989,121.552601,30.40430372
17-05-13,17.3,56.47425,5,24.996894,121.5618092,22.79513539
18-05-13,6.3,1447.286,0,24.94043539,121.5584005,0
18-05-13,18,350.8515,3,24.99140032,121.5200639,39.52966962
19-05-13,17.1,2147.376,2,24.95291183,121.4946213,0
19-05-13,13.7,587.8877,3,25.00898521,121.5130203,47.16677813
19-05-13,16.4,4082.015,4,25.00848297,121.5019106,0
20-05-13,37.1,964.7496,1,24.95510725,121.5312667,12.76260554
21-05-13,4,639.6198,7,25.00306708,121.4792334,41.11505105
23-05-13,31.5,600.8604,1,24.95251576,121.4988142,43.61694052
24-05-13,42.7,1164.838,8,25.001585,121.5096325,20.30996605
24-05-13,1.1,461.1016,1,24.94547543,121.4820866,14.407178
25-05-13,18.2,186.5101,6,24.99629051,121.5526033,57.02314443
26-05-13,17.5,1626.083,5,24.93530662,121.5627837,21.22293983
26-05-13,40.9,1559.827,0,24.99288602,121.5053819,28.10885047
26-05-13,2.1,2185.128,5,24.96985056,121.538104,26.24541361
26-05-13,13.6,2216.612,0,24.94749606,121.5277872,0
28-05-13,18.5,918.6357,6,25.0126724,121.5517709,35.43147307
29-05-13,32,169.9803,4,24.95465387,121.4777661,28.72611053
31-05-13,0,617.7134,1,24.98470458,121.4960224,42.08379518
01-06-13,6.2,579.2083,0,24.94088366,121.5238677,13.39726056
02-06-13,21.2,157.6052,2,24.98521263,121.5230275,32.00781321
02-06-13,13,587.8877,6,24.96347673,121.5619635,35.99089994
03-06-13,20.3,84.87882,3,24.97772957,121.4875798,39.54575641
05-06-13,30.1,590.9292,3,24.99771841,121.5308501,24.03903076
06-06-13,3.6,6306.153,4,24.93319539,121.534005,0
06-06-13,16.6,4527.687,7,24.99016124,121.5298817,0
08-06-13,16.5,1406.43,3,24.95357374,121.5617352,41.43015538
11-06-13,20,552.4371,1,24.95806562,121.4773608,29.72640084
11-06-13,16.4,216.8329,0,24.97914134,121.4958455,34.33224998
12-06-13,18,1360.139,8,24.95380135,121.5653208,31.74366223
12-06-13,6.4,2175.03,0,24.9882756,121.5151222,0
14-06-13,2,757.3377,8,25.01327218,121.4772412,33.4417429
15-06-13,30.9,640.7391,0,25.00920814,121.5180726,19.59839536
16-06-13,32.6,492.2313,0,24.9447888,121.5022657,14.59856881
16-06-13,11.8,1236.564,8,24.93733687,121.5371775,21.18257465
17-06-13,31.9,4082.015,3,24.94495123,121.5594182,0
18-06-13,16,170.1289,5,24.96186851,121.502395,19.2173606
18-06-13,15.2,431.1114,7,24.98880987,121.5622015,35.76266672
19-06-13,13.6,461.1016,6,24.9730476,121.4973002,27.79083786
19-06-13,29.1,451.2438,7,24.9817234,121.5350223,21.83025828
20-06-13,6.2,390.9696,5,25.00775338,121.5550677,54.39069622
20-06-13,17.9,3529.564,6,25.00704258,121.4942776,0
21-06-13,30.9,1455.798,5,24.99079243,121.4744368,8.112291946
23-06-13,35.3,387.7721,3,24.95360038,121.5592157,48.13977011
23-06-13,0,482.7581,3,24.98323682,121.5138966,34.66588299
23-06-13,16.1,2185.128,2,24.93958926,121.502423,29.36461716
26-06-13,13,2103.555,0,24.93485683,121.5462163,22.49146982
26-06-13,13.7,3079.89,7,24.98888196,121.5117835,29.99029892
28-06-13,30.7,1414.837,2,25.00003116,121.5290064,39.41648222
28-06-13,39.8,515.1122,5,24.99605822,121.5322287,47.66577608
30-06-13,25.3,718.2937,1,24.95710832,121.5003461,38.85517961
30-06-13,40.1,424.7132,4,25.00301447,121.5437748,19.28513785
30-06-13,5.6,250.631,1,25.00803359,121.5565594,27.78689427
01-07-13,30.6,464.223,0,24.95393434,121.516533,44.48092654
02-07-13,6.3,319.0708,4,24.95842851,121.4826933,15.4729221
05-07-13,0,292.9978,2,24.95208368,121.5069047,44.12914007
07-07-13,10.5,472.1745,1,24.9728011,121.5480736,13.27087514
08-07-13,25.3,156.2442,6,24.95033413,121.514014,27.62109721
09-07-13,16.2,2261.432,5,24.943163,121.5098915,17.34588971
09-07-13,35.9,185.4296,8,25.01297342,121.5079639,31.02739054
09-07-13,32,289.3248,1,24.9495066,121.5204378,27.67835252
10-07-13,17.8,2185.128,8,24.9343045,121.5070436,9.78540164
12-07-13,4.6,451.2438,3,24.94436341,121.4967726,49.98740884
13-07-13,24.2,1264.73,8,25.01008597,121.4869215,52.54092548
13-07-13,0,3947.945,7,24.98759681,121.5455353,0
14-07-13,15.9,563.2854,0,24.99831158,121.5311967,23.04163671
14-07-13,7.1,482.7581,3,25.00216108,121.5498282,21.89934295
14-07-13,17.5,3771.895,0,24.96339966,121.5634999,0
15-07-13,40.9,837.7233,8,24.98966845,121.4971461,40.09707168
15-07-13,7.1,718.2937,3,24.98631048,121.5298222,16.6927426
16-07-13,0,451.6419,4,24.94989098,121.5503868,43.78332661
16-07-13,33.5,577.9615,8,24.98516495,121.5126919,34.47409439
17-07-13,13.6,942.4664,0,24.96765702,121.5541292,24.03759221
18-07-13,0,1360.139,8,24.95087389,121.5077602,28.88585628
18-07-13,28.2,187.4823,5,24.96893472,121.5367171,36.3156345
19-07-13,31.5,1717.193,5,25.0018065,121.5469372,27.03164301
19-07-13,34.4,123.7429,10,24.99739403,121.4962621,57.93798973
19-07-13,13.3,4510.359,2,24.99776558,121.5579614,0
19-07-13,35.9,208.3905,9,25.010412,121.5650267,54.83166378
19-07-13,31.5,5512.038,4,24.94456234,121.5085079,1.443337713
20-07-13,11.8,1712.632,0,25.00410918,121.5528041,31.35847071
20-07-13,21.7,600.8604,7,24.94808367,121.5465583,41.40918783
20-07-13,32.8,2185.128,1,24.93890894,121.5101367,0
23-07-13,13.8,259.6607,1,25.00205216,121.5280183,44.35062301
24-07-13,21.7,557.478,9,24.93832915,121.5222392,37.51299282
